term,year,level,country_code,country_name,school_type,characteristic_desc,characteristic,enrolments,sess_possible,sess_overall,sess_authorised,sess_unauthorised,sess_overall_percent,sess_authorised_percent,sess_unauthorised_percent,enrolments_PA_10_exact,enrolments_pa_10_exact_percent,sess_possible_pa_10_exact,sess_overall_pa_10_exact,sess_authorised_pa_10_exact,sess_unauthorised_pa_10_exact,sess_overall_percent_pa_10_exact,sess_authorised_percent_pa_10_exact,sess_unauthorised_percent_pa_10_exact,sess_auth_illness,sess_auth_appointments,sess_auth_religious,sess_auth_study,sess_auth_traveller,sess_auth_holiday,sess_auth_ext_holiday,sess_auth_excluded,sess_auth_other,sess_auth_totalreasons,sess_unauth_holiday,sess_unauth_late,sess_unauth_other,sess_unauth_noyet,sess_unauth_totalreasons,sess_overall_totalreasons
Autumn and spring term,201617,National,E92000001,England,State-funded primary,NC year,NC_Year_5,612980,153758429,5965778,4656797,1308981,3.9,3,0.9,50020,8.2,11858867,1869086,1252299,616787,15.8,10.6,5.2,3718844,329445,100080,222,16718,100763,.,42188,292094,4600354,465111,99156,664332,66128,1294727,5895081
Autumn and spring term,201617,National,E92000001,England,State-funded primary,NC year,NC_Year_6,585335,148167219,5846887,4603951,1242936,3.9,3.1,0.8,48460,8.3,11700755,1859788,1268777,591011,15.9,10.8,5.1,3653638,333429,96807,332,13796,89582,.,47057,313864,4548505,429328,90432,645833,63096,1228689,5777194
Autumn and spring term,201617,National,E92000001,England,State-funded primary,NC year,NC_Year_7,935,241140,10979,9264,1715,4.6,3.8,0.7,90,9.5,21736,4307,3354,953,19.8,15.4,4.4,6940,774,185,0,117,82,.,62,1104,9264,605,48,1050,12,1715,10979
Autumn and spring term,201617,National,E92000001,England,State-funded primary,NC year,NC_Year_8,405,103502,4853,3633,1220,4.7,3.5,1.2,45,11.6,11458,1840,981,859,16.1,8.6,7.5,2605,454,160,0,48,30,.,76,260,3633,360,58,799,3,1220,4853
Autumn and spring term,201617,National,E92000001,England,State-funded primary,NC year,NC_Year_Not_followed_or_missing,32765,850758,149265,63293,85972,17.5,7.4,10.1,13525,41.3,330800,137412,54469,82943,41.5,16.5,25.1,22665,2289,5307,0,2244,478,.,2222,27395,62600,6244,1561,70185,6666,84656,147256
Autumn and spring term,201617,National,E92000001,England,State-funded primary,FSM,FSM_eligible,575480,141393605,8343934,5858153,2485781,5.9,4.1,1.8,103090,17.9,24160060,4077698,2494609,1583089,16.9,10.3,6.6,4629929,441111,112572,279,23266,58474,.,94809,436855,5797295,368745,304150,1649057,140029,2461981,8259276
Autumn and spring term,201617,National,E92000001,England,State-funded primary,FSM,FSM_Not_eligible,3268185,821383992,29700456,23852346,5848110,3.6,2.9,0.7,221050,6.8,52379776,7923088,5549770,2373318,15.1,10.6,4.5,19234180,1705206,494323,787,73236,600914,.,116425,1344780,23569851,2702437,381842,2425838,272965,5783082,29352933
Autumn and spring term,201617,National,E92000001,England,State-funded primary,FSM,FSM_unclassified,32765,850758,149265,63293,85972,17.5,7.4,10.1,13525,41.3,330800,137412,54469,82943,41.5,16.5,25.1,22665,2289,5307,0,2244,478,.,2222,27395,62600,6244,1561,70185,6666,84656,147256
Autumn and spring term,201617,National,E92000001,England,State-funded primary,SEN provision,SEN_provision_No_identified_SEN,3287440,824224589,30525647,23923315,6602332,3.7,2.9,0.8,241115,7.3,56881656,8570711,5657201,2913510,15.1,9.9,5.1,19592911,1558714,521083,808,68815,573106,.,53150,1279508,23648095,2661732,491766,3058810,319220,6531528,30179623
Autumn and spring term,201617,National,E92000001,England,State-funded primary,SEN provision,SEN_provision_Statement_or_EHCP,54870,13566384,902920,753069,149851,6.7,5.6,1.1,10790,19.7,2548427,499192,399677,99515,19.6,15.7,3.9,486001,113846,8560,74,806,12418,.,23705,98666,744076,38475,18009,83254,8191,147929,892005
Autumn and spring term,201617,National,E92000001,England,State-funded primary,SEN provision,SEN_provision_SEN_Support,501625,125004062,6618233,5035011,1583222,5.3,4,1.3,72350,14.4,17117044,2932968,1988168,944800,17.1,11.6,5.5,3785679,473783,77278,184,26947,73864,.,134382,403711,4975828,371179,176231,934095,85614,1567119,6542947
Autumn and spring term,201617,National,E92000001,England,State-funded primary,SEN provision,SEN_provision_Unclassified,32500,833320,146855,62397,84458,17.6,7.5,10.1,13405,41.3,323509,135327,53802,81525,41.8,16.6,25.2,22183,2263,5281,0,2178,478,.,2219,27145,61747,6040,1547,68921,6635,83143,144890
Autumn and spring term,201617,National,E92000001,England,State-funded primary,First language,First_language_Known_or_believed_to_be_English,3056375,765345335,30015141,23752646,6262495,3.9,3.1,0.8,259380,8.5,60112115,9541760,6564438,2977322,15.9,10.9,5,19341517,1746227,134866,837,96612,510767,.,197172,1423417,23451415,2152702,602252,3115375,316674,6187003,29638418
Autumn and spring term,201617,National,E92000001,England,State-funded primary,First language,First_language_Known_or_believed_to_be_other_than_English,814540,197014060,8121743,5980587,2141156,4.1,3,1.1,77595,9.5,16627328,2574277,1521181,1053096,15.5,9.1,6.3,4514881,399666,475125,228,2028,148094,.,15933,382350,5938305,920071,84167,1020783,101733,2126754,8065059
Autumn and spring term,201617,National,E92000001,England,State-funded primary,First language,First_language_Unclassified,5520,1268960,56771,40559,16212,4.5,3.2,1.3,695,12.6,131193,22161,13229,8932,16.9,10.1,6.8,30376,2713,2211,1,106,1005,.,351,3263,40026,4653,1134,8922,1253,15962,55988
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,Total,Total,2870990,710306140,36597302,27147688,9449614,5.2,3.8,1.3,366055,12.8,84329932,16763037,10196661,6566376,19.9,12.1,7.8,20738559,2374156,407586,60911,32341,224598,.,1027398,2211928,27077477,1308757,396015,7173082,554274,9432128,36509605
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,Gender,Gender_male,1455200,359486482,18428033,13677491,4750542,5.1,3.8,1.3,184205,12.7,42266544,8413058,5112359,3300699,19.9,12.1,7.8,10289435,1104814,213705,31265,18236,111514,.,739894,1130557,13639420,654467,207872,3599492,278328,4740159,18379579
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,Gender,Gender_female,1415790,350819658,18169269,13470197,4699072,5.2,3.8,1.3,181850,12.8,42063388,8349979,5084302,3265677,19.9,12.1,7.8,10449124,1269342,193881,29646,14105,113084,.,287504,1081371,13438057,654290,188143,3573590,275946,4691969,18130026
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Major_White_Total,2161115,537142234,28961073,21628486,7332587,5.4,4,1.4,293125,13.6,68141317,13785383,8463637,5321746,20.2,12.4,7.8,16879731,1869658,29525,42546,30498,164092,.,782734,1783978,21582762,890131,292331,5741935,397887,7322284,28905046
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_White_British,1994740,496942947,26670748,20124347,6546401,5.4,4,1.3,267910,13.4,62586882,12679773,7893455,4786318,20.3,12.6,7.6,15746978,1734614,14871,39423,18656,148596,.,725500,1655088,20083726,779924,267952,5148358,340906,6537140,26620866
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Irish,8955,2214616,131215,97132,34083,5.9,4.4,1.5,1385,15.5,313765,66062,38947,27115,21.1,12.4,8.6,72618,9233,141,214,297,641,.,3302,10301,96747,2755,1717,26420,3111,34003,130750
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Traveller_of_Irish_heritage,1200,258839,44268,21197,23071,17.1,8.2,8.9,645,53.7,129367,38511,16817,21694,29.8,13,16.8,10255,1170,38,6,3117,58,.,2299,4203,21146,1103,676,19148,2112,23039,44185
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Gypsy_Roma,8510,1902849,270168,112391,157777,14.2,5.9,8.3,4160,48.9,887984,219655,84287,135368,24.7,9.5,15.2,65233,8788,333,67,7560,387,.,12762,16979,112109,11597,2853,132516,10726,157692,269801
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Any_other_white_background,147710,35822983,1844674,1273419,571255,5.1,3.6,1.6,19025,12.9,4223319,781382,430131,351251,18.5,10.2,8.3,984647,115853,14142,2836,868,14410,.,38871,97407,1269034,94752,19133,415493,41032,570410,1839444
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Major_Mixed_Total,143810,35242467,1936535,1367155,569380,5.5,3.9,1.6,20805,14.5,4739387,950884,541830,409054,20.1,11.4,8.6,1011688,116067,22166,3796,140,12129,.,71672,125337,1362995,59759,31915,441672,35063,568409,1931404
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_White_and_Black_Caribbean,41670,10142389,672802,445730,227072,6.6,4.4,2.2,7910,19,1808507,378933,205079,173854,21,11.3,9.6,327239,34674,589,772,25,2628,.,31883,47175,444985,15915,13132,184487,13229,226763,671748
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_White_and_Black_African,17875,4367124,221406,155629,65777,5.1,3.6,1.5,2325,13,520195,103358,58432,44926,19.9,11.2,8.6,113716,13897,2472,290,71,1501,.,9061,14113,155121,6645,4184,50676,4155,65660,220781
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_White_and_Asian,32725,8122216,396994,300292,96702,4.9,3.7,1.2,3850,11.8,888761,172812,106137,66675,19.4,11.9,7.5,226362,26010,8446,1202,6,3230,.,9571,24091,298918,14291,4420,72538,5312,96561,395479
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Any_other_Mixed_background,51540,12610738,645333,465504,179829,5.1,3.7,1.4,6720,13,1521924,295781,172182,123599,19.4,11.3,8.1,344371,41486,10659,1532,38,4770,.,21157,39958,463971,22908,10179,133971,12367,179425,643396
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Major_Asian_Total,297825,74077074,3128616,2334327,794289,4.2,3.2,1.1,26600,8.9,6137378,1012659,610011,402648,16.5,9.9,6.6,1613920,203625,266053,9259,103,29077,.,52990,143361,2318388,250073,25230,458742,55611,789656,3108044
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Indian,78935,19788774,670637,534134,136503,3.4,2.7,0.7,4665,5.9,1081070,176699,114543,62156,16.3,10.6,5.7,392633,52605,26467,4059,27,9618,.,6393,37377,529179,50919,4481,69992,9090,134482,663661
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Pakistani,121830,30193727,1509724,1079856,429868,5,3.6,1.4,14415,11.8,3333255,554500,322858,231642,16.6,9.7,6.9,719291,86329,160536,2287,33,10273,.,31031,61463,1071243,140838,12232,245601,29137,427808,1499051
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Bangladeshi,49465,12388634,544624,405661,138963,4.4,3.3,1.1,4400,8.9,1039300,167457,100149,67308,16.1,9.6,6.5,283630,32822,55026,609,13,3787,.,9446,19394,404727,33409,5284,90925,9242,138860,543587
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Any_other_Asian_background,47595,11705939,403631,314676,88955,3.4,2.7,0.8,3120,6.6,683753,114003,72461,41542,16.7,10.6,6.1,218366,31869,24024,2304,30,5399,.,6120,25127,313239,24907,3233,52224,8142,88506,401745
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Major_Black_Total,160730,39102429,1401470,995837,405633,3.6,2.5,1,12575,7.8,2720789,505054,294685,210369,18.6,10.8,7.7,654232,106590,48849,3081,35,9510,.,84290,87680,994267,52263,31509,280261,40834,404867,1399134
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Black_Caribbean,38705,9411643,477587,319453,158134,5.1,3.4,1.7,5285,13.7,1205084,232033,129908,102125,19.3,10.8,8.5,217226,30403,970,701,18,3405,.,32816,33535,319074,16760,12666,114592,13681,157699,476773
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Black_African,101990,24851020,733867,547213,186654,3,2.2,0.8,5400,5.3,1105235,195515,121693,73822,17.7,11,6.7,349318,62787,44859,2025,14,4743,.,41156,41493,546395,27600,14099,122514,22186,186399,732794
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Any_other_black_background,20035,4839766,190016,129171,60845,3.9,2.7,1.3,1890,9.4,410470,77506,43084,34422,18.9,10.5,8.4,87688,13400,3020,355,3,1362,.,10318,12652,128798,7903,4744,43155,4967,60769,189567
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Major_Chinese,10055,2500102,51715,41494,10221,2.1,1.7,0.4,305,3,67910,12168,7435,4733,17.9,10.9,7,28721,5686,263,840,1,1394,.,608,3781,41294,3737,396,5254,788,10175,51469
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Major_Any_Other_Ethnic_Group,48475,11690959,505070,354156,150914,4.3,3,1.3,4610,9.5,991315,179530,97915,81615,18.1,9.9,8.2,235055,37205,33315,778,561,4846,.,14511,27042,353313,32866,5399,100116,12137,150518,503831
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minority_Ethnic_Group,827270,202812318,9313731,6597108,2716623,4.6,3.3,1.3,90115,10.9,20211214,3765905,2122058,1643847,18.6,10.5,8.1,4676369,604217,385300,20877,12682,72452,.,281305,516091,6569293,508905,118828,1879622,201414,2708769,9278062
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Major_Unclassified,48980,10550875,612823,426233,186590,5.8,4,1.8,8030,16.4,1531836,317359,181148,136211,20.7,11.8,8.9,315212,35325,7415,611,1003,3550,.,20593,40749,424458,19928,9235,145102,11954,186219,610677
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,NC year,NC_Year_1_and_below,8995,2163847,101869,77598,24271,4.7,3.6,1.1,1040,11.6,239267,38291,24912,13379,16,10.4,5.6,61685,5150,2245,0,12,1157,.,358,5036,75643,7159,1316,13677,1830,23982,99625
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,NC year,NC_Year_2,7710,1872213,78811,57477,21334,4.2,3.1,1.1,765,9.9,176687,28009,17142,10867,15.9,9.7,6.2,44500,3906,1895,1,1,811,.,657,4461,56232,6097,1308,11882,1789,21076,77308
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,NC year,NC_Year_3,6815,1650115,66590,49057,17533,4,3,1.1,625,9.2,140739,22123,13807,8316,15.7,9.8,5.9,37676,3461,1901,1,72,570,.,575,3409,47665,5195,1054,9674,1290,17213,64878
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,NC year,NC_Year_4,6360,1544965,62902,45342,17560,4.1,2.9,1.1,560,8.8,131012,20711,12018,8693,15.8,9.2,6.6,34919,3068,1849,1,92,602,.,434,2861,43826,5372,925,9673,1287,17257,61083
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,NC year,NC_Year_5,18525,4653494,175550,141907,33643,3.8,3,0.7,1380,7.4,325288,53682,37305,16377,16.5,11.5,5,115559,10085,2247,1,245,2197,.,1308,9301,140943,12062,1643,17800,1975,33480,174423
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,NC year,NC_Year_6,19585,4961365,198165,162573,35592,4,3.3,0.7,1575,8,378126,63282,46297,16985,16.7,12.2,4.5,130670,12633,2178,5,538,2205,.,2023,11264,161516,13244,1908,18290,1990,35432,196948
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,NC year,NC_Year_7,586420,146264826,5961086,4770460,1190626,4.1,3.3,0.8,51300,8.7,12071727,2117267,1412609,704658,17.5,11.7,5.8,3858098,332755,81393,123,7086,46983,.,118372,315128,4759938,246467,27176,844037,71256,1188936,5948874
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,NC year,NC_Year_8,576785,142930604,6984647,5347122,1637525,4.9,3.7,1.1,67115,11.6,15688862,2907282,1849490,1057792,18.5,11.8,6.7,4169977,437230,82362,132,7572,52097,.,192068,395127,5336565,295871,47426,1203272,89026,1635595,6972160
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,NC year,NC_Year_9,559375,138496356,7434294,5534092,1900202,5.4,4,1.4,75065,13.4,17498747,3416690,2102158,1314532,19.5,12,7.5,4212417,503278,80610,192,6901,48979,.,232658,437842,5522877,282758,69668,1440415,105453,1898294,7421171
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,NC year,NC_Year_10,537125,133397205,7734049,5574777,2159272,5.8,4.2,1.6,80250,14.9,18846924,3908347,2325975,1582372,20.7,12.3,8.4,4153661,533262,77673,779,5651,42587,.,262408,482654,5558675,248941,103350,1676805,124886,2153982,7712657
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,NC year,NC_Year_11,524650,131747327,7672381,5326216,2346165,5.8,4,1.8,77075,14.7,18567483,4070585,2301350,1769235,21.9,12.4,9.5,3897294,526838,71384,59272,4077,26144,.,207663,520036,5312708,182805,139314,1871007,148304,2341430,7654138
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,NC year,NC_Year_12_and_above,555,120982,6684,3896,2788,5.5,3.2,2.3,90,15.8,16909,3196,1600,1596,18.9,9.5,9.4,2311,309,95,378,2,138,.,25,585,3843,97,125,1398,1030,2650,6493
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,NC year,NC_Year_Not_followed_or_missing,18090,502841,120274,57171,63103,23.9,11.4,12.5,9215,50.9,248161,113572,51998,61574,45.8,21,24.8,19792,2181,1754,26,92,128,.,8849,24224,57046,2689,802,55152,4158,62801,119847
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,FSM,FSM_eligible,401550,97721040,8294907,5015805,3279102,8.5,5.1,3.4,105255,26.2,24572854,5431801,2790677,2641124,22.1,11.4,10.7,3537699,418426,89126,3216,5140,24001,.,362999,565358,5005965,184925,133973,2784271,172022,3275191,8281156
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,FSM,FSM_Not_eligible,2451425,612100091,28183515,22076088,6107427,4.6,3.6,1,251605,10.3,59513755,11218522,7354830,3863692,18.9,12.4,6.5,17182063,1953780,316706,57669,27109,200495,.,655550,1622470,22015842,1121143,261240,4333677,378094,6094154,28109996
Autumn and spring term,201617,National,E92000001,England,State-funded secondary,FSM,FSM_unclassified,18020,485009,118880,55795,63085,24.5,11.5,13,9195,51,243323,112714,51154,61560,46.3,21,25.3,18797,1950,1754,26,92,102,.,8849,24100,55670,2689,802,55134,4158,62783,118453
